Wall Structure,Wall Insulation,Glazing,Frame,Shading Position,WWR,Balcony Depth,Floor WDR,Operational GWP,Facade GWP,sDA,Glazing area
4,4,2,3,2,3,4,4,1.21,2,0.6807,293.31
4,4,3,2,2,3,4,4,1.07,1.99,0.6853,293.31
4,4,3,3,4,3,4,4,1.13,2.09,0.5459,293.31
4,4,3,3,2,3,4,4,1.13,2.09,0.6862,293.31
4,4,3,3,2,3,1,4,0.98,2.67,0.5174,293.31
4,4,3,3,2,3,4,4,1.13,2.09,0.7477,293.31
4,4,3,3,2,3,4,4,1.13,2.23,0.6771,293.31
4,4,3,3,2,3,4,4,1.13,2.09,0.6991,293.31
2,1,2,2,4,3,1,4,0.98,2.68,0.4942,293.31
4,1,1,1,3,3,4,4,1.15,1.52,0.7752,293.31
4,1,1,1,3,3,4,4,1.15,1.31,0.767,293.31
3,1,1,1,3,3,4,4,1.15,1.57,0.778,293.31
4,3,1,1,3,3,4,4,1.15,1.46,0.7688,293.31
4,1,4,1,3,3,4,4,1.02,1.72,0.633,293.31
4,1,1,4,3,3,4,4,1.23,1.55,0.7826,293.31
4,1,1,1,2,3,4,4,1.15,1.52,0.7881,293.31
4,1,1,1,3,3,4,4,1.15,1.52,0.7486,293.31
4,1,1,1,3,3,2,4,1.09,1.71,0.8159,293.31
4,1,1,1,3,3,4,4,1.15,1.52,0.656,293.31
4,1,1,1,3,3,4,4,1.15,1.87,0.7523,293.31
4,1,1,1,3,3,4,4,1.15,1.52,0.7661,293.31
3,3,4,4,2,3,2,4,1,1.9,0.5847,293.31
2,1,1,1,2,3,1,4,1.01,2.38,0.5407,293.31
1,1,2,1,2,3,1,4,0.98,3.28,0.4907,293.31
3,1,2,4,4,3,2,4,1.15,2.27,0.6496,293.31
1,4,1,4,1,3,3,4,1.23,2.67,0.8679,293.31
2,4,3,3,3,3,1,4,0.98,3.77,0.5512,293.31
4,3,4,3,4,3,2,4,1,2,0.5649,293.31
4,2,2,1,3,4,3,2,1.13,1.32,0.2798,297.47
3,2,3,4,3,4,2,2,1.08,2.13,0.5119,297.47
1,4,4,1,3,4,4,2,1.02,3.25,0.2274,297.47
4,1,1,1,3,4,3,2,1.16,1.49,0.3028,297.47
1,1,1,1,3,4,3,2,1.16,2.39,0.2922,297.47
4,4,1,1,3,4,3,2,1.16,1.94,0.2966,297.47
4,1,4,1,3,4,3,2,1.02,1.65,0.2309,297.47
4,1,1,1,3,4,3,2,1.16,1.44,0.2966,297.47
4,1,1,1,3,4,3,2,1.16,1.44,0.2948,297.47
4,1,1,1,3,4,3,2,1.16,1.44,0.2913,297.47
4,1,1,1,3,4,4,2,1.16,1.44,0.2771,297.47
4,1,1,1,3,4,3,2,1.16,1.44,0.2851,297.47
4,1,1,1,3,4,3,2,1.16,1.44,0.2948,297.47
4,1,1,1,3,4,3,2,1.16,1.44,0.302,297.47
4,1,1,1,3,4,3,2,1.16,1.44,0.2931,297.47
1,3,2,4,4,4,4,2,1.21,2.47,0.2966,297.47
3,3,1,3,3,4,4,2,1.24,1.99,0.3224,297.47
1,3,1,3,3,4,4,2,1.24,2.88,0.3188,297.47
3,3,1,3,3,4,4,2,1.24,1.99,0.2975,297.47
3,3,2,3,3,4,4,2,1.21,2.04,0.2895,297.47
3,3,1,4,3,4,4,2,1.24,1.89,0.3153,297.47
3,3,1,3,4,4,4,2,1.24,1.99,0.3108,297.47
3,3,1,3,3,4,4,2,1.24,1.99,0.302,297.47
3,3,1,3,3,4,4,2,1.24,1.99,0.3215,297.47
3,3,1,3,3,4,4,2,1.24,1.99,0.3348,297.47
3,3,1,3,3,4,4,2,1.24,1.65,0.3206,297.47
3,3,1,3,3,4,4,2,1.24,1.99,0.3313,297.47
3,3,1,3,3,4,4,2,1.24,1.99,0.3206,297.47
3,3,3,4,3,4,4,2,1.13,1.61,0.3171,297.47
3,2,1,3,4,4,3,2,1.24,1.47,0.3011,297.47
3,2,1,3,4,4,3,2,1.24,1.47,0.3153,297.47
3,3,1,3,4,4,3,2,1.24,1.58,0.3135,297.47
3,2,3,3,4,4,3,2,1.13,1.59,0.2789,297.47
3,2,1,4,4,4,3,2,1.24,1.37,0.3108,297.47
3,2,1,3,3,4,3,2,1.24,1.47,0.3144,297.47
3,2,1,3,4,4,3,2,1.24,1.47,0.3082,297.47
3,2,1,3,4,4,4,2,1.24,1.47,0.2948,297.47
3,2,1,3,4,4,3,2,1.24,1.47,0.3428,297.47
3,2,1,3,4,4,3,2,1.24,1.47,0.3224,297.47
3,2,1,3,4,4,3,2,1.24,1.47,0.3153,297.47
3,2,1,3,4,4,3,2,1.24,1.47,0.3082,297.47
3,4,1,1,4,4,4,2,1.16,1.83,0.3037,297.47
4,4,1,1,4,4,4,2,1.16,1.8,0.333,297.47
3,4,1,1,4,4,4,2,1.16,2.44,0.3366,297.47
4,4,1,1,4,4,4,2,1.16,2.35,0.3366,297.47
4,4,1,1,4,4,4,2,1.16,2.35,0.341,297.47
4,4,1,1,4,4,4,2,1.16,2.35,0.3357,297.47
4,4,1,1,4,4,4,2,1.16,2.35,0.3419,297.47
4,4,1,1,4,4,4,2,1.16,2.35,0.3384,297.47
4,4,1,1,4,4,4,2,1.16,2.35,0.3268,297.47
4,4,1,1,4,4,4,2,1.16,2.35,0.2798,297.47
4,4,1,1,4,4,4,2,1.16,2,0.3393,297.47
4,4,1,1,4,4,4,2,1.16,2.35,0.3464,297.47
4,4,1,1,4,4,4,2,1.16,2.35,0.3295,297.47
3,3,2,2,3,4,4,2,1.13,1.57,0.246,297.47
2,4,2,3,1,4,4,2,1.21,2.21,0.2726,297.47
2,2,3,1,4,4,3,2,1.08,2.33,0.2833,297.47
3,3,3,4,4,4,1,2,1.01,1.98,0.375,297.47
3,2,4,4,2,4,4,2,1.07,1.43,0.2389,297.47
3,2,4,1,3,4,3,2,1.02,1.43,0.2522,297.47
3,1,2,1,1,4,4,2,1.13,1.13,0.294,297.47
4,4,4,3,3,4,4,2,1.07,2.15,0.2318,297.47
3,4,4,3,4,4,4,2,1.07,2.79,0.2718,297.47
1,2,2,1,1,4,3,2,1.13,1.67,0.3108,297.47
2,1,1,4,3,4,3,2,1.24,2.06,0.3011,297.47
4,1,3,2,4,4,2,2,1.02,2.26,0.4713,297.47
1,4,4,3,1,4,1,2,0.94,3.58,0.4274,297.47
1,4,4,3,1,4,1,2,0.94,4.31,0.4306,297.47
3,4,4,3,1,4,1,2,0.94,2.31,0.4316,297.47
1,4,4,3,1,4,1,2,0.94,3.58,0.4263,297.47
1,4,4,3,1,4,1,2,0.94,3.58,0.4199,297.47
1,4,4,4,1,4,1,2,0.94,3.46,0.4263,297.47
1,4,4,3,1,4,1,2,0.94,3.58,0.4241,297.47
1,4,4,3,1,4,1,2,0.94,3.58,0.4113,297.47
1,4,4,3,1,4,4,2,1.07,2.79,0.2575,297.47
1,4,4,3,1,4,1,2,0.94,3.58,0.4199,297.47
1,4,4,3,1,4,1,2,0.94,3.58,0.406,297.47
1,4,4,3,1,4,1,2,0.94,3.58,0.4177,297.47
3,4,4,4,1,4,4,2,1.07,2.28,0.2478,297.47
1,1,2,1,4,4,1,2,1.01,3.15,0.4829,297.47
1,1,2,1,4,4,1,2,1.01,3.63,0.4562,297.47
2,1,2,1,4,4,1,2,1.01,2.6,0.4669,297.47
1,2,2,1,4,4,1,2,1.01,2.9,0.4882,297.47
1,1,2,1,4,4,1,2,1.01,3.15,0.4754,297.47
1,1,2,2,4,4,1,2,1.01,3.2,0.484,297.47
1,1,2,1,3,4,1,2,1.01,3.15,0.4925,297.47
1,1,2,1,4,4,1,2,1.01,3.15,0.4872,297.47
1,1,2,1,4,4,3,2,1.13,2.48,0.2984,297.47
1,1,2,1,4,4,1,2,1.01,3.15,0.4113,297.47
1,1,2,1,4,4,1,2,1.01,3.15,0.4679,297.47
1,1,2,1,4,4,1,2,1.01,3.15,0.4637,297.47
2,2,2,2,3,4,3,2,1.13,2.29,0.2913,297.47
1,2,4,4,3,4,1,2,0.94,3.17,0.3259,297.47
1,2,4,4,3,4,1,2,0.94,2.89,0.3216,297.47
1,2,4,4,3,4,1,2,0.94,3.17,0.3141,297.47
1,4,4,4,3,4,1,2,0.94,4.21,0.3141,297.47
1,2,2,4,3,4,1,2,1.11,2.97,0.391,297.47
1,2,4,4,3,4,1,2,0.94,3.17,0.3173,297.47
1,2,4,4,3,4,1,2,0.94,3.17,0.328,297.47
1,2,4,4,3,4,1,2,0.94,3.17,0.3162,297.47
1,2,4,4,3,4,4,2,1.07,2.52,0.2149,297.47
1,2,4,4,3,4,1,2,0.94,3.17,0.422,297.47
1,2,4,4,3,4,1,2,0.94,3.17,0.3248,297.47
1,2,4,4,3,4,1,2,0.94,3.17,0.3056,297.47
1,4,2,4,3,4,4,2,1.21,2.95,0.3073,297.47
1,3,2,2,2,4,1,2,1.01,2.87,0.4338,297.47
1,3,2,2,2,4,1,2,1.01,2.87,0.4252,297.47
4,3,2,2,2,4,1,2,1.01,1.64,0.4263,297.47
1,2,2,2,2,4,1,2,1.01,2.7,0.4113,297.47
1,3,4,2,2,4,1,2,0.88,3.07,0.3526,297.47
1,3,2,2,2,4,1,2,1.01,2.87,0.3942,297.47
1,3,2,2,1,4,1,2,1.01,2.39,0.4573,297.47
1,3,2,2,2,4,1,2,1.01,2.87,0.4103,297.47
1,3,2,2,2,4,3,2,1.13,2.27,0.2629,297.47
1,3,2,2,2,4,1,2,1.01,2.87,0.3964,297.47
1,3,2,2,2,4,1,2,1.01,2.87,0.4284,297.47
1,3,2,2,2,4,1,2,1.01,2.87,0.4306,297.47
4,2,4,2,1,4,3,2,1.02,0.99,0.2487,297.47
3,4,1,2,2,4,4,2,1.16,2.08,0.3064,297.47
1,4,1,2,2,4,4,2,1.16,2.9,0.2931,297.47
3,1,1,2,2,4,4,2,1.16,1.39,0.2966,297.47
3,4,3,2,2,4,4,2,1.08,2.06,0.2815,297.47
3,4,1,3,2,4,4,2,1.24,2.03,0.3046,297.47
3,4,1,2,4,4,4,2,1.16,1.93,0.3046,297.47
3,4,1,2,2,4,1,2,1.04,2.43,0.4722,297.47
3,4,1,2,2,4,4,2,1.16,1.93,0.2833,297.47
3,4,1,2,2,4,4,2,1.16,1.93,0.2975,297.47
3,4,1,2,2,4,4,2,1.16,1.93,0.3011,297.47
3,4,1,2,2,4,4,2,1.16,1.93,0.3028,297.47
4,2,1,4,2,4,3,2,1.24,1.17,0.3286,297.47
1,2,1,4,2,4,3,2,1.24,2.28,0.3481,297.47
4,2,1,4,2,4,3,2,1.24,1.37,0.3393,297.47
4,2,1,4,2,4,3,2,1.24,1.37,0.3286,297.47
4,2,1,2,2,4,3,2,1.16,1.37,0.3366,297.47
4,2,1,4,3,4,3,2,1.24,1.37,0.3384,297.47
4,2,1,4,2,4,1,2,1.14,1.69,0.5577,297.47
4,2,1,4,2,4,3,2,1.24,1.37,0.341,297.47
4,2,1,4,2,4,3,2,1.24,1.37,0.3437,297.47
4,2,1,4,2,4,3,2,1.24,1.37,0.3384,297.47
4,2,1,4,2,4,3,2,1.24,1.37,0.3366,297.47
2,4,4,4,2,4,2,2,1.01,3.22,0.3893,297.47
3,1,1,4,1,4,4,2,1.24,1.17,0.2833,297.47
1,2,4,3,4,4,4,2,1.07,2.43,0.2256,297.47
1,2,4,3,4,4,4,2,1.07,2.62,0.2096,297.47
1,2,4,3,4,4,4,2,1.07,2.62,0.2291,297.47
1,2,1,3,4,4,4,2,1.24,2.41,0.2877,297.47
1,2,4,3,4,4,4,2,1.07,2.62,0.2282,297.47
1,2,4,3,2,4,4,2,1.07,2.62,0.2167,297.47
1,2,4,3,4,4,3,2,1.07,2.62,0.2256,297.47
1,2,4,3,4,4,4,2,1.07,2.62,0.2513,297.47
1,2,4,3,4,4,4,2,1.07,2.96,0.2309,297.47
1,2,4,3,4,4,4,2,1.07,2.62,0.2256,297.47
1,2,4,3,4,4,4,2,1.07,2.62,0.2336,297.47
2,4,4,1,4,4,3,2,1.02,3.18,0.2567,297.47
1,4,4,1,4,4,3,2,1.02,3.21,0.2513,297.47
2,1,4,1,4,4,3,2,1.02,2.18,0.2487,297.47
2,4,3,1,4,4,3,2,1.08,2.69,0.302,297.47
2,4,4,2,4,4,3,2,1.02,2.82,0.2513,297.47
2,4,4,1,1,4,3,2,1.02,2.36,0.2593,297.47
2,4,4,1,4,4,3,2,1.02,2.77,0.246,297.47
2,4,4,1,4,4,3,2,1.02,2.77,0.23,297.47
2,4,4,1,4,4,3,2,1.02,2.77,0.2451,297.47
2,4,4,1,4,4,3,2,1.02,2.77,0.2433,297.47
2,4,4,1,4,4,3,2,1.02,2.77,0.2504,297.47
2,3,2,1,1,4,2,2,1.07,1.8,0.5543,297.47
4,3,1,2,1,4,3,2,1.16,0.81,0.3099,297.47
3,1,4,1,1,4,1,2,0.88,1.63,0.4829,297.47
3,4,3,3,1,4,2,2,1.08,2.17,0.5217,297.47
3,2,2,4,2,4,1,2,1.11,1.53,0.4263,297.47
4,2,3,1,1,4,1,2,0.95,0.97,0.5363,297.47
4,3,3,3,4,4,3,2,1.13,1.54,0.2718,297.47
4,3,3,3,4,4,3,2,1.13,1.44,0.2593,297.47
3,3,3,3,4,4,3,2,1.13,1.59,0.254,297.47
4,3,3,3,4,4,3,2,1.13,1.54,0.27,297.47
4,3,4,3,4,4,3,2,1.07,1.63,0.2327,297.47
4,3,3,3,4,4,3,2,1.13,1.54,0.2744,297.47
4,3,3,3,4,4,3,2,1.13,1.54,0.2638,297.47
4,3,3,3,4,4,3,2,1.13,1.54,0.2718,297.47
4,3,3,3,4,4,3,2,1.13,1.54,0.3037,297.47
4,3,3,3,4,4,3,2,1.13,1.7,0.2718,297.47
4,3,3,3,4,4,3,2,1.13,1.54,0.2726,297.47
4,2,1,1,1,4,3,2,1.16,0.66,0.3055,297.47
4,2,1,1,1,4,3,2,1.16,0.66,0.3162,297.47
2,2,1,1,1,4,3,2,1.16,1.16,0.3064,297.47
4,1,1,1,1,4,3,2,1.16,0.82,0.2966,297.47
4,2,2,1,1,4,3,2,1.13,0.7,0.2691,297.47
4,2,1,1,1,4,3,2,1.16,0.66,0.3091,297.47
4,2,1,1,2,4,3,2,1.16,1.07,0.3028,297.47
4,2,1,1,1,4,4,2,1.16,0.66,0.2957,297.47
4,2,1,1,1,4,3,2,1.16,0.66,0.278,297.47
4,2,1,1,1,4,3,2,1.16,0.72,0.3028,297.47
4,2,1,1,1,4,3,2,1.16,0.66,0.3073,297.47
1,3,3,2,4,4,4,3,1.11,2.4,0.5383,325.87
2,1,2,3,2,4,3,3,1.26,2,0.7682,325.87
1,1,2,3,2,4,3,3,1.26,2.41,0.7436,325.87
2,3,2,3,2,4,3,3,1.26,1.94,0.7491,325.87
2,1,3,3,2,4,3,3,1.17,2.1,0.7728,325.87
2,1,2,2,2,4,3,3,1.17,1.9,0.7655,325.87
2,1,2,3,4,4,3,3,1.26,2,0.3513,325.87
2,1,2,3,2,4,4,3,1.26,2,0.792,325.87
2,1,2,3,2,4,3,3,1.26,2,0.7664,325.87
2,1,2,3,2,4,3,3,1.26,2,0.6989,325.87
2,1,2,3,2,4,3,3,1.26,2.06,0.76,325.87
2,1,2,3,2,4,3,3,1.26,2,0.7573,325.87
2,1,2,3,2,4,3,3,1.26,2,0.7874,325.87
1,2,1,4,1,4,4,3,1.29,1.87,0.8139,325.87
3,3,4,1,4,4,4,3,1.04,1.52,0.5009,325.87
2,4,2,3,1,4,4,3,1.26,2.21,0.7901,325.87
3,4,2,3,1,4,4,3,1.26,1.7,0.7701,325.87
2,3,2,3,1,4,4,3,1.26,1.59,0.7774,325.87
2,4,2,3,1,4,4,3,1.26,2.21,0.7755,325.87
2,4,2,2,1,4,4,3,1.17,2.11,0.7865,325.87
2,4,2,3,3,4,4,3,1.26,2.66,0.7172,325.87
2,4,2,3,1,4,4,3,1.26,2.21,0.7783,325.87
2,4,2,3,1,4,4,3,1.26,2.21,0.7609,325.87
2,4,2,3,1,4,4,3,1.26,2.37,0.7536,325.87
2,4,2,3,1,4,4,3,1.26,2.21,0.7746,325.87
2,4,2,3,1,4,4,3,1.26,2.21,0.7719,325.87
1,2,2,1,1,4,3,3,1.17,2.23,0.8376,325.87
3,2,2,1,1,4,3,3,1.17,0.83,0.8449,325.87
1,4,2,1,1,4,3,3,1.17,2.46,0.8485,325.87
1,2,4,1,1,4,3,3,1.04,1.86,0.8011,325.87
1,2,2,3,1,4,3,3,1.26,1.83,0.8504,325.87
1,2,2,1,4,4,3,3,1.17,2.13,0.3878,325.87
1,2,2,1,1,4,4,3,1.17,1.67,0.8622,325.87
1,2,2,1,1,4,3,3,1.17,1.67,0.854,325.87
1,2,2,1,1,4,3,3,1.17,1.67,0.844,325.87
1,2,2,1,1,4,3,3,1.17,1.67,0.8513,325.87
1,2,2,1,1,4,3,3,1.17,1.67,0.8476,325.87
1,1,2,1,4,4,1,3,1.04,3.23,0.6562,325.87
2,2,2,2,3,4,3,3,1.17,1.97,0.6889,325.87
1,2,2,2,3,4,3,3,1.17,2.73,0.6797,325.87
2,1,2,2,3,4,3,3,1.17,2.51,0.6916,325.87
2,2,2,2,3,4,3,3,1.17,2.33,0.6788,325.87
2,2,2,1,3,4,3,3,1.17,2.28,0.6898,325.87
2,2,2,2,4,4,3,3,1.17,2.33,0.3321,325.87
2,2,2,2,3,4,3,3,1.17,2.33,0.6852,325.87
2,2,2,2,3,4,1,3,1.04,2.98,0.6763,325.87
2,2,2,2,3,4,3,3,1.17,2.33,0.7391,325.87
2,2,2,2,3,4,3,3,1.17,2.33,0.6797,325.87
2,2,2,2,3,4,3,3,1.17,2.33,0.6916,325.87
2,2,2,2,3,4,3,3,1.17,2.33,0.688,325.87
1,2,4,4,3,4,1,3,0.96,3.28,0.5625,325.87
1,4,2,4,3,4,4,3,1.26,3.16,0.8029,325.87
1,4,2,4,3,4,4,3,1.26,2.97,0.7984,325.87
1,2,2,4,3,4,4,3,1.26,2.18,0.792,325.87
1,4,4,4,3,4,4,3,1.1,3.16,0.719,325.87
1,4,2,4,3,4,4,3,1.26,2.97,0.8002,325.87
1,4,2,4,3,4,4,3,1.26,2.97,0.7984,325.87
1,4,2,4,3,4,4,3,1.26,2.97,0.8148,325.87
1,4,2,4,3,4,1,3,1.15,3.85,0.8036,325.87
1,4,2,4,3,4,4,3,1.26,2.97,0.6606,325.87
1,4,2,4,3,4,4,3,1.26,2.97,0.7865,325.87
1,4,2,4,3,4,4,3,1.26,2.97,0.7938,325.87
1,4,2,4,3,4,4,3,1.26,2.97,0.8011,325.87
4,1,4,2,2,4,2,3,0.97,2.02,0.4385,325.87
4,1,4,2,2,4,2,3,0.97,2.43,0.4293,325.87
3,1,4,2,2,4,2,3,0.97,2.09,0.4129,325.87
4,1,4,2,2,4,2,3,0.97,2.02,0.4252,325.87
4,1,2,2,2,4,2,3,1.11,1.82,0.4744,325.87
4,1,4,3,2,4,2,3,1.04,2.14,0.4242,325.87
4,1,4,2,1,4,2,3,0.97,1.53,0.6547,325.87
4,1,4,2,2,4,2,3,0.97,2.02,0.4293,325.87
4,1,4,2,2,4,2,3,0.97,2.02,0.5061,325.87
4,1,4,2,2,4,2,3,0.97,2.02,0.4293,325.87
4,1,4,2,2,4,2,3,0.97,2.02,0.4467,325.87
4,4,2,4,3,4,2,3,1.21,2.17,0.4795,325.87
4,4,2,4,3,4,2,3,1.21,2.79,0.4621,325.87
2,4,2,4,3,4,2,3,1.21,2.86,0.4764,325.87
4,3,2,4,3,4,2,3,1.21,1.53,0.4621,325.87
4,4,4,4,3,4,2,3,1.04,2.37,0.4119,325.87
4,4,2,1,3,4,2,3,1.11,2.12,0.4898,325.87
4,4,2,4,3,4,2,3,1.21,2.17,0.4744,325.87
4,4,2,4,3,4,1,3,1.15,2.45,0.6931,325.87
4,4,2,4,3,4,2,3,1.21,2.17,0.4826,325.87
4,4,2,4,3,4,2,3,1.21,2.17,0.4324,325.87
4,4,2,4,3,4,2,3,1.21,2.17,0.4672,325.87
4,4,2,4,3,4,2,3,1.21,2.17,0.4785,325.87
2,3,4,1,3,4,1,3,0.89,3.31,0.5502,325.87
4,3,4,1,4,4,2,3,0.97,1.86,0.3135,325.87
4,3,4,1,4,4,2,3,0.97,1.86,0.3135,325.87
1,3,4,1,4,4,2,3,0.97,2.92,0.3268,325.87
4,1,4,1,4,4,2,3,0.97,1.92,0.3197,325.87
4,3,4,1,4,4,2,3,0.97,1.86,0.3197,325.87
4,3,4,3,4,4,2,3,1.04,2.02,0.3217,325.87
4,3,4,1,3,4,2,3,0.97,1.86,0.4549,325.87
4,3,4,1,4,4,2,3,0.97,1.86,0.3238,325.87
4,3,4,1,4,4,2,3,0.97,1.86,0.3186,325.87
4,3,4,1,4,4,2,3,0.97,1.86,0.3248,325.87
4,3,4,1,4,4,2,3,0.97,1.7,0.3299,325.87
4,3,4,1,4,4,2,3,0.97,1.86,0.332,325.87
1,1,4,3,3,4,2,3,1.04,3,0.4334,325.87
4,2,2,3,1,4,2,3,1.21,1.68,0.8217,325.87
4,2,2,3,1,4,2,3,1.21,1.21,0.8217,325.87
4,2,2,3,1,4,2,3,1.21,1.68,0.8309,325.87
4,3,2,3,1,4,2,3,1.21,1.8,0.8238,325.87
4,2,2,3,1,4,2,3,1.21,1.68,0.8135,325.87
4,2,2,1,1,4,2,3,1.11,1.52,0.8391,325.87
4,2,2,3,1,4,2,3,1.21,1.68,0.8381,325.87
4,2,2,3,1,4,1,3,1.15,1.91,0.8337,325.87
4,2,2,3,1,4,2,3,1.21,1.68,0.7316,325.87
4,2,2,3,1,4,2,3,1.21,1.29,0.833,325.87
4,2,2,3,1,4,2,3,1.21,1.68,0.8432,325.87
1,3,2,3,3,4,3,3,1.26,2.62,0.6679,325.87
1,2,1,1,3,4,4,3,1.2,2.08,0.8513,325.87
1,2,4,1,2,4,3,3,1.04,2.33,0.625,325.87
4,4,3,3,1,4,3,3,1.17,1.82,0.7454,325.87
1,4,3,3,1,4,3,3,1.17,2.71,0.771,325.87
4,2,3,3,1,4,3,3,1.17,1.03,0.7609,325.87
4,4,4,3,1,4,3,3,1.1,1.77,0.6715,325.87
4,4,3,1,1,4,3,3,1.11,1.53,0.7536,325.87
4,4,3,3,2,4,3,3,1.17,2.13,0.7153,325.87
4,4,3,3,1,4,3,3,1.17,1.68,0.7573,325.87
4,4,3,3,1,4,3,3,1.17,1.68,0.7582,325.87
4,4,3,3,1,4,3,3,1.17,1.68,0.7637,325.87
4,4,3,3,1,4,3,3,1.17,1.62,0.7473,325.87
4,4,3,3,1,4,3,3,1.17,1.68,0.7655,325.87
4,4,3,3,1,4,3,3,1.17,1.68,0.7573,325.87
1,1,2,4,1,4,3,3,1.26,1.91,0.8577,325.87
3,2,3,1,1,4,4,3,1.11,0.92,0.7993,325.87
1,2,3,1,1,4,4,3,1.11,1.96,0.8203,325.87
3,1,3,1,1,4,4,3,1.11,1.28,0.8184,325.87
3,2,2,1,1,4,4,3,1.17,1.02,0.7929,325.87
3,2,3,4,1,4,4,3,1.17,1.16,0.812,325.87
3,2,3,1,1,4,4,3,1.11,1.12,0.8047,325.87
3,2,3,1,1,4,3,3,1.11,1.12,0.8166,325.87
3,2,3,1,1,4,4,3,1.11,1.12,0.8175,325.87
3,2,3,1,1,4,4,3,1.11,1.12,0.8549,325.87
3,2,3,1,1,4,4,3,1.11,1.12,0.8157,325.87
3,2,3,1,1,4,4,3,1.11,1.12,0.8294,325.87
3,2,3,1,1,4,4,3,1.11,1.12,0.8193,325.87
1,4,4,2,4,4,3,3,1.04,3.33,0.3285,325.87
2,4,1,3,3,4,3,3,1.29,2.78,0.7299,325.87
3,4,4,2,1,4,2,3,0.97,2.15,0.7971,325.87
4,2,3,2,3,4,4,3,1.11,1.52,0.698,325.87
3,2,3,2,3,4,4,3,1.11,1.57,0.7108,325.87
4,4,3,2,3,4,4,3,1.11,2.17,0.7126,325.87
4,2,4,2,3,4,4,3,1.04,1.61,0.625,325.87
4,2,3,2,3,4,4,3,1.11,1.52,0.6889,325.87
4,2,3,2,1,4,4,3,1.11,1.07,0.7591,325.87
4,2,3,2,3,4,2,3,1.04,1.69,0.4652,325.87
4,2,3,2,3,4,4,3,1.11,1.52,0.698,325.87
4,2,3,2,3,4,4,3,1.11,1.52,0.8047,325.87
4,2,3,2,3,4,4,3,1.11,1.52,0.7263,325.87
4,2,3,2,3,4,4,3,1.11,1.52,0.6962,325.87
4,2,3,2,3,4,4,3,1.11,1.52,0.6971,325.87
3,1,2,4,4,4,2,3,1.21,2.29,0.3607,325.87
1,4,1,4,1,4,3,3,1.29,2.61,0.8741,325.87
4,2,1,1,1,4,3,3,1.2,0.68,0.8495,325.87
2,1,2,1,2,4,4,3,1.17,1.91,0.7226,325.87
4,2,2,1,3,4,3,4,1.2,1.44,0.6303,351.98
4,2,2,1,3,4,3,4,1.2,1.84,0.6174,351.98
3,2,2,1,3,4,3,4,1.2,1.48,0.622,351.98
4,2,2,1,3,4,3,4,1.2,1.44,0.6321,351.98
4,2,3,1,3,4,3,4,1.14,1.54,0.645,351.98
4,2,2,4,3,4,3,4,1.3,1.49,0.6119,351.98
4,2,2,1,3,4,3,4,1.2,1.44,0.6202,351.98
4,2,2,1,3,4,2,4,1.14,1.61,0.636,351.98
4,2,2,1,3,4,3,4,1.2,1.44,0.6789,351.98
4,2,2,1,3,4,3,4,1.2,1.44,0.6248,351.98
4,2,2,1,3,4,3,4,1.2,1.44,0.6156,351.98
4,3,4,3,2,4,3,4,1.13,2.31,0.5633,351.98
4,3,4,3,2,4,3,4,1.13,2.31,0.5523,351.98
2,3,4,3,2,4,3,4,1.13,2.81,0.5771,351.98
4,4,4,3,2,4,3,4,1.13,2.84,0.5596,351.98
4,3,1,3,2,4,3,4,1.33,2.06,0.6587,351.98
4,3,4,2,2,4,3,4,1.07,2.19,0.5706,351.98
4,3,4,3,1,4,3,4,1.13,1.82,0.7312,351.98
4,3,4,3,2,4,1,4,0.99,2.94,0.4884,351.98
4,3,4,3,2,4,3,4,1.13,2.31,0.5734,351.98
4,3,4,3,2,4,3,4,1.13,2.31,0.5817,351.98
4,3,4,3,2,4,3,4,1.13,2.31,0.5706,351.98
3,3,4,1,4,4,4,4,1.07,1.69,0.444,351.98
1,3,4,1,4,4,4,4,1.07,2.44,0.4495,351.98
3,2,4,1,4,4,4,4,1.07,1.48,0.4294,351.98
3,3,1,1,4,4,4,4,1.23,1.34,0.544,351.98
3,3,4,4,4,4,4,4,1.13,1.64,0.4385,351.98
3,3,4,1,1,4,4,4,1.07,1.1,0.7679,351.98
3,3,4,1,4,4,4,4,1.07,1.59,0.4404,351.98
3,3,4,1,4,4,4,4,1.07,1.59,0.4211,351.98
3,3,4,1,4,4,4,4,1.07,1.65,0.4284,351.98
3,3,4,1,4,4,4,4,1.07,1.59,0.456,351.98
3,3,4,1,4,4,4,4,1.07,1.59,0.4376,351.98
3,3,3,4,3,4,4,4,1.2,1.74,0.6991,351.98
3,3,3,4,3,4,4,4,1.2,1.74,0.7073,351.98
3,3,3,4,3,4,4,4,1.2,1.74,0.7018,351.98
3,2,3,4,3,4,4,4,1.2,1.63,0.7055,351.98
3,3,1,4,3,4,4,4,1.33,1.59,0.7459,351.98
3,3,3,3,3,4,4,4,1.2,1.86,0.6927,351.98
3,3,3,4,4,4,4,4,1.2,1.74,0.5468,351.98
3,3,3,4,3,4,4,4,1.2,1.74,0.6936,351.98
3,3,3,4,3,4,3,4,1.2,1.74,0.6881,351.98
3,3,3,4,3,4,4,4,1.2,1.74,0.6431,351.98
3,3,3,4,3,4,4,4,1.2,1.74,0.6963,351.98
3,3,3,4,3,4,4,4,1.2,1.74,0.6963,351.98
3,2,1,3,4,4,3,4,1.33,1.6,0.4917,351.98
